Settlement Date,Spot Price ($/MWh),Scheduled Demand (MW),Scheduled Generation (MW),Semi Scheduled Generation (MW),Net Import (MW),Type
19/06/2024 16:00,120.89,9281.83,7043.725,1566.435,-600.41,FORECAST
19/06/2024 16:30,296.58505,9990.59,7860.996,929.564,-1127.04,FORECAST
19/06/2024 17:00,449.99,10777.84,8943.516,420.644,-1349.29,FORECAST
19/06/2024 17:30,536.16564,11553.7,9878.005,309.585,-1321.04,FORECAST
19/06/2024 18:00,724.99,12133.14,10374.5,302.12,-1406.04,FORECAST
19/06/2024 18:30,760.68777,12237.88,10410.999,300.421,-1478.91,FORECAST
19/06/2024 19:00,794.29686,12197.44,10329.996,305.094,-1517.79,FORECAST
19/06/2024 19:30,724.99,12047.76,10085.925,315.785,-1595.53,FORECAST
19/06/2024 20:00,431.34364,11831.25,9809.997,330.113,-1655.77,FORECAST
19/06/2024 20:30,421.42731,11666.24,9515.002,343.348,-1769.56,FORECAST
19/06/2024 21:00,338.41173,11358.31,9418.996,360.524,-1552.06,FORECAST
19/06/2024 21:30,333.45704,10965.13,9307.001,379.349,-1263.55,FORECAST
19/06/2024 22:00,334.59918,10543.85,8837.005,391.885,-1293.62,FORECAST
19/06/2024 22:30,429.47947,10227.02,8367,407.54,-1419.22,FORECAST
19/06/2024 23:00,387.38966,9828.55,8344.932,420.208,-1044.34,FORECAST
19/06/2024 23:30,300.14,9525.5,8377.949,436.501,-705.3,FORECAST
20/06/2024 00:00,299.99,9373.67,8029.156,452.094,-878.54,FORECAST
20/06/2024 00:30,299.98,9075.39,7552.46,465.95,-1034.37,FORECAST
20/06/2024 01:00,283.96,8837.4,7275.402,473.998,-1062.74,FORECAST
20/06/2024 01:30,299.98,8571.64,7437.621,478.069,-646.5,FORECAST
20/06/2024 02:00,283.96,8338.62,7112.066,477.284,-736.19,FORECAST
20/06/2024 02:30,291.6742,8092.61,6956.27,474.93,-647.77,FORECAST
20/06/2024 03:00,283.96,7899.09,6732.31,470.49,-676.98,FORECAST
20/06/2024 03:30,265.73,7766.33,6641.017,464.533,-642.67,FORECAST
20/06/2024 04:00,266.2907,7733.78,6649.996,456.414,-610.24,FORECAST
